hall,date,meal,food_name,serving_size,calories,total_fat,saturated_fat,carbs,protein,label_url
south,12/1/2025,Dinner,Chili Lime Corn,3 oz,123,6.3g,3.2g,14.6g,5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150986*3
south,12/1/2025,Dinner,Collard Green with Smoked Turkey,3 oz,50,0.2g,0g,7.7g,5.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150304*3
south,12/1/2025,Dinner,Cornbread Stuffing,3 oz,70,6.5g,2.9g,2.5g,0.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=019362*3
south,12/1/2025,Dinner,Fresh Roasted Carrots,3 oz,45,1.1g,0.1g,7g,1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150308*3
south,12/1/2025,Dinner,Fresh Steamed Broccoli,3 oz,9,0g,0g,1.5g,1.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150309*3
south,12/1/2025,Dinner,Fresh Steamed Green Beans,3 oz,21,0g,0g,5.3g,1.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150306*3
south,12/1/2025,Dinner,Italian Roasted Brussel Sprouts,3 oz,49,1.4g,0.2g,8.1g,3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150874*3
south,12/1/2025,Dinner,Maple Roasted Sweet Potatoes,3 oz,121,0.4g,0.1g,28.4g,1.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150311*3
south,12/1/2025,Dinner,Mushroom Masala,3 oz,49,2.2g,1.4g,6g,2.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150992*3
south,12/1/2025,Dinner,White Cheddar Mac and Cheese,4 oz,162,13.3g,7.9g,3.4g,9.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=115257*4
south,12/1/2025,Dinner,Baked Pesto Cod,4 oz,107,2.6g,0.4g,0.2g,19.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090105*4
south,12/1/2025,Dinner,Cheddar Cheesy Meatloaf,4 oz,240,17.1g,7.5g,17.4g,10.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=050300*4
south,12/1/2025,Dinner,Leek Hash with Polenta and Feta Chese,4 oz,83,2.5g,1g,11.9g,3.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150914*4
south,12/1/2025,Dinner,Brown Butter Broccoli Red Onions,3 oz,70,3.9g,2.3g,7.3g,2.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151119*3
south,12/1/2025,Dinner,Greek Salad,3 oz,32,2.3g,0.4g,2.4g,0.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=903335*3
south,12/1/2025,Dinner,Italian Herbed Lentils,3 oz,154,0.6g,0g,26g,11.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100300*3
south,12/1/2025,Dinner,Pesto Alfredo Sauce,1 oz,53,4.5g,2.6g,1.8g,1.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=135171*1
south,12/1/2025,Dinner,Roasted Beets & Peaches with Arugula,3 OZ,49,0.1g,0g,10g,0.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151139*3
south,12/1/2025,Dinner,Roasted Carrots and Wilted Spinach,3 oz,45,1.3g,0.1g,8.4g,1.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150861*3
south,12/1/2025,Dinner,Roasted Zucchini and Red Pepper,3 oz,22,0.8g,0g,3.4g,0.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150144*3
south,12/1/2025,Dinner,Rosemary Parmesan Mashed Potatoes,3 oz,225,5.5g,3.4g,36.5g,6.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=141136*3
south,12/1/2025,Dinner,Saffron Basmati Rice,3 oz,101,0.5g,0g,21.9g,2.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=145130*3
south,12/1/2025,Dinner,Semolina Pasta Cooked,4 oz,142,2.1g,0.1g,26.9g,4.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=115199*4
south,12/1/2025,Dinner,Tomato Black Olive Spinach Farfalle Alfredo,4 oz,165,9g,4g,18g,4.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=115182*4
south,12/1/2025,Dinner,Vegan Tomato Garlic Quinoa,3 oz,91,1.7g,0g,15.5g,2.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100359*3
south,12/1/2025,Dinner,Whole Wheat Pasta (Cooked),4 oz,293,5.6g,0.3g,56.9g,11.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=115200*4
south,12/1/2025,Dinner,Crispy Pan Buffalo Chicken Pizza,1 slice,258,13.7g,5.6g,21.7g,18.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=117119*1
south,12/1/2025,Dinner,Pan BBQ Brisket Pizza,1 slice,222,12.2g,5.5g,13.9g,17.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=117120*1
south,12/1/2025,Dinner,Pan Cheese Pizza,1 slice,172,9.4g,4.4g,13.4g,12.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=117116*1
south,12/1/2025,Dinner,Pan Italian Sausage Pizza,1 slice,194,11.5g,5.4g,13.4g,12.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=117118*1
south,12/1/2025,Dinner,Pan Pepperoni Pizza,1 slice,303,18.3g,8.5g,20g,19.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=117115*1
south,12/1/2025,Dinner,Pan Vegetable Pizza,1 slice,176,9.4g,4.4g,14.1g,12.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=117117*1
south,12/1/2025,Dinner,Artichoke Hearts,1 oz,19,0.1g,0g,4.4g,1.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090406*1
south,12/1/2025,Dinner,Baba Ghanoush,2 oz,98,5.8g,0.4g,9.5g,2.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090226*2
south,12/1/2025,Dinner,Balsamic Dressing,1 oz,57,4.7g,0.5g,3.8g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090279*1
south,12/1/2025,Dinner,Balsamic Vinegar,1 oz,25,0g,0g,4.8g,0.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=903370*1
south,12/1/2025,Dinner,Beets,1 oz,14,0g,,3.4g,0.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090249*1
south,12/1/2025,Dinner,Black Beans,1 oz,28,0g,0g,3.8g,1.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090210*1
south,12/1/2025,Dinner,Blue Cheese Dressing,1 oz,151,16.1g,3.3g,0.9g,0.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090297*1
south,12/1/2025,Dinner,Broccoli,1 oz,9,0.1g,0g,1.5g,0.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090251*1
south,12/1/2025,Dinner,Caesar Dressing,1 oz,120,13g,2g,1g,1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090280*1
south,12/1/2025,Dinner,Celery Sticks,1 oz,4,0g,0g,0g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090252*1
south,12/1/2025,Dinner,Chipotle Hummus,1 oz,74,6.2g,0g,4.5g,1.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220058*1
south,12/1/2025,Dinner,Chopped Kale,2 oz,29,0.6g,0.1g,5.5g,2.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090204*2
south,12/1/2025,Dinner,Chopped Lettuce,2 oz,7,0g,0g,2g,0.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090202*2
south,12/1/2025,Dinner,Chopped Romaine,2 oz,10,0.2g,0g,1.9g,0.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090203*2
south,12/1/2025,Dinner,Chow Mein Noodles,1 oz,132,6.1g,0.5g,18.2g,3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090405*1
south,12/1/2025,Dinner,Corn Nuts,,,,,,,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090373*1
south,12/1/2025,Dinner,Corn,1 oz,32,0.3g,0g,6.6g,0.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090260*1
south,12/1/2025,Dinner,Cran Raisin,1 oz,123,0g,0g,31.2g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090371*1
south,12/1/2025,Dinner,Crouton,1 oz,61,2g,0g,10.1g,2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090273*1
south,12/1/2025,Dinner,Cucumber,1 oz,2,0g,0g,0.5g,0.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090261*1
south,12/1/2025,Dinner,Diced Green Pepper,1 oz,5,0.1g,0g,0.9g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090255*1
south,12/1/2025,Dinner,Edamame,1 oz,40,2g,0.2g,3g,3.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090288*1
south,12/1/2025,Dinner,Eggs,2 oz,96,7.2g,1.8g,1.2g,8.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090269*2
south,12/1/2025,Dinner,FF Italian,1 oz,10,0g,0g,3g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090278*1
south,12/1/2025,Dinner,Flax Seeds,1 oz,156,12.2g,1.1g,8.5g,5.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090403*1
south,12/1/2025,Dinner,French Dressing,1 oz,120,11g,1.5g,5g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090287*1
south,12/1/2025,Dinner,Garbanzo Beans,1 oz,66,1.1g,0g,11.1g,3.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090209*1
south,12/1/2025,Dinner,Greek Dressing,1 oz,90,9g,1.5g,1g,1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090392*1
south,12/1/2025,Dinner,Greek Pita Flat Bread,1 each,247,6.2g,1g,41.1g,8.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=119385*1
south,12/1/2025,Dinner,Ham Sliced,3 oz,152,11.1g,3.5g,2g,10.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=126379*3
south,12/1/2025,Dinner,Hummus,1 OZ,71,6.1g,0g,4.1g,1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220059*1
south,12/1/2025,Dinner,Italian Creamy,1 oz,110,10g,1.5g,6g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090283*1
south,12/1/2025,Dinner,Lite Caesar Dressing,1 oz,66,5.7g,0.9g,2.8g,0.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090281*1
south,12/1/2025,Dinner,Lite Ranch Dressing,1 oz,76,6.6g,0.9g,1.9g,0.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090275*1
south,12/1/2025,Dinner,Olive Oil,1 oz,251,28.3g,3.9g,0g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=903369*1
south,12/1/2025,Dinner,Parmesan Cheese,1 oz,101,7.1g,4.1g,1g,9.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220105*1
south,12/1/2025,Dinner,Parmesan Peppercorn Dressing,1 oz,160,16g,3g,2g,1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090277*1
south,12/1/2025,Dinner,Peas,1 oz,22,0g,0g,3.8g,1.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090259*1
south,12/1/2025,Dinner,Pumpkin Seeds,1 oz,152,13.2g,2.5g,3g,8.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090372*1
south,12/1/2025,Dinner,Raisins,1 oz,85,0.2g,0g,22.7g,1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090401*1
south,12/1/2025,Dinner,Ranch Dressing,1 oz,140,14g,2g,2g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090274*1
south,12/1/2025,Dinner,Raspberry Vinaigrette Lite,1 oz,66,5.7g,0.9g,3.8g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090276*1
south,12/1/2025,Dinner,Red Pepper,1 oz,8,0.1g,0g,1.9g,0.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090256*1
south,12/1/2025,Dinner,Red Wine Vinegar,1 oz,0,0g,0g,0g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=903371*1
south,12/1/2025,Dinner,Sesame Oriental Dressing,1 oz,90,4.5g,0.5g,12g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090282*1
south,12/1/2025,Dinner,Shredded Carrots,1 oz,12,0.1g,0g,2.7g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090253*1
south,12/1/2025,Dinner,Shredded Cheddar Cheese,1 oz,111,9.1g,5.1g,0g,7.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090265*1
south,12/1/2025,Dinner,Sliced Black Olives,1 oz,26,2.8g,0g,2.8g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090250*1
south,12/1/2025,Dinner,Sliced Mushroom,1 oz,7,0g,0g,1g,1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090248*1
south,12/1/2025,Dinner,Sunflower Seeds,1 oz,172,14.2g,0g,7.1g,5.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090404*1
south,12/1/2025,Dinner,TOFU,2 OZ,81,4.9g,0.6g,1.9g,9.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090268*2
south,12/1/2025,Dinner,Thousand Island Dressing,1 oz,140,13g,2g,4g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090284*1
south,12/1/2025,Dinner,Tomato Wedges,1 each,0,0g,0g,0g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220104*1
south,12/1/2025,Dinner,Turkey Sliced,3 oz,76,1.5g,0g,1.5g,13.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=126378*3
south,12/1/2025,Dinner,Yogurt,2 oz,52,0.5g,0.4g,9.8g,2.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090264*2
south,12/1/2025,Dinner,Apple,1 each,74,0g,0g,19.4g,0.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090219*1
south,12/1/2025,Dinner,Banana,1 each,110,0.4g,0.1g,28.2g,1.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090218*1
south,12/1/2025,Dinner,Caramel Sauce,1 oz,105,0.8g,0.4g,24.1g,0.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=102009*1
south,12/1/2025,Dinner,Cherry Sorbet Soft Serve,4 oz,27,0.1g,0.1g,6.4g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=102021*4
south,12/1/2025,Dinner,Chocolate Chip Cookie,1 each,188,8.9g,4g,25.7g,2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=119376*1
south,12/1/2025,Dinner,Chocolate Soft Serve Ice Cream,4 oz,35,0.7g,0.7g,7g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=102016*4
south,12/1/2025,Dinner,Dole Mango Sorbet Soft Serve,4 oz,41,1.4g,0g,6.8g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=102019*4
south,12/1/2025,Dinner,Dole Pinapple Sorbet Soft Serve,4 oz,27,0.1g,0.1g,6.3g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=102020*4
south,12/1/2025,Dinner,Dole Raspberry Sorbet Soft Serve,4 oz,27,0g,0g,6.4g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=102018*4
south,12/1/2025,Dinner,Hot Fudge Sauce,1 oz,92,3.1g,2.3g,15.3g,0.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=102008*1
south,12/1/2025,Dinner,M&M Candy Cookie,1 each,195,9g,3g,27g,1.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=119379*1
south,12/1/2025,Dinner,Oatmeal Raisin Cookie,1 each,178,6.9g,3g,25.7g,3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=119378*1
south,12/1/2025,Dinner,Orange,1 each,104,0g,0g,24.7g,1.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090220*1
south,12/1/2025,Dinner,Salted Caramel Soft Serve Ice Cream,4 oz,34,1g,0.9g,0g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=102017*4
south,12/1/2025,Dinner,Sugar Cookie,1 EACH,180,8g,13g,26g,2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=202010*1
south,12/1/2025,Dinner,Vanilla Soft Serve Ice Cream,,,,,,,https://nutrition.umd.edu/label.aspx?RecNumAndPort=102015*4
south,12/1/2025,Dinner,Warm Brownie Cheesecake,2 oz,220,7g,2.6g,27.5g,3.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=102023*2
south,12/1/2025,Dinner,Warm Brownie,2 oz,236,6.6g,2.1g,31.3g,2.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=102022*2
south,12/1/2025,Dinner,White Chocolate Macadamia Nut Cookie,1 each,200,11g,3g,24g,2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=119380*1
south,12/1/2025,Dinner,Chicken Noodle Soup,6 oz,201,0g,1.5g,27.8g,10.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090347*6
south,12/1/2025,Dinner,Corn Chowder,6 oz,173,5g,2.2g,27.4g,2.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090344*6
south,12/1/2025,Dinner,Maryland Crab Soup,,,,,,,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090346*6
south,12/1/2025,Dinner,Vegan Southwestern 3 Bean Soup,6 oz,143,0.5g,0.1g,26.6g,8.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090345*6
south,12/1/2025,Dinner,"Buffalo Chicken, Grilled Onion, Tomato & Provolone Sandwich",1 ea,711,28.8g,11.4g,70.6g,43.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=126355*1
south,12/1/2025,Dinner,Honey Roasted Sweet Potato PepperJack Wrap,1 ea,495,10.9g,3.5g,86.2g,13.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=126364*1
south,12/1/2025,Dinner,Carrot Sticks,1 oz,12,0g,0g,2.7g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220055*1
south,12/1/2025,Dinner,Celery Sticks,1 oz,4,0g,0g,0g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220056*1
south,12/1/2025,Dinner,Chicken Salad,3 oz,1560,92.4g,19.3g,17.5g,174.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=126381*3
south,12/1/2025,Dinner,Chipotle Mayonnaise,1 oz,182,20.3g,3g,2g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220120*1
south,12/1/2025,Dinner,Deli Wheat Bread Sliced,2 slices,232,3.5g,0g,41.7g,9.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=019375*2
south,12/1/2025,Dinner,Jalapenos,2 oz,0,0g,0g,0.1g,0.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=529004*2
south,12/1/2025,Dinner,Leaf Lettuce,1 oz,68,0.7g,0.1g,12.7g,6.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150313*1
south,12/1/2025,Dinner,Mayonnaise,1 oz,76,7.6g,0.9g,1.9g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220079*1
south,12/1/2025,Dinner,Pepperoni Sliced,1 oz,1,0.1g,0g,0g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=060100*1
south,12/1/2025,Dinner,Pickle Slice,1 oz,9,0g,0g,0g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220108*1
south,12/1/2025,Dinner,"Plain Tortilla 12""",1 each,313,8.1g,2.5g,52.5g,9.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=019368*1
south,12/1/2025,Dinner,Potato Chips,2 oz,324,20.3g,3g,30.4g,4.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220077*2
south,12/1/2025,Dinner,Provolone Cheese Sliced,1 each,76,6.1g,3g,0g,5.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220084*1
south,12/1/2025,Dinner,Pullman White Bread Sliced,2 slices,213,2.1g,0g,40.5g,6.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=019374*2
south,12/1/2025,Dinner,Rye Bread,2 slices,235,3g,0.6g,43.8g,7.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=019366*2
south,12/1/2025,Dinner,Salami Sliced,1 oz,111,10.1g,4.1g,0g,6.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=060178*1
south,12/1/2025,Dinner,Sourdough Bread,2 slices,227,0g,0g,48.6g,8.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=019364*2
south,12/1/2025,Dinner,"Spinach Tortilla 12""",1 each,298,6.7g,2.9g,49g,8.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=019369*1
south,12/1/2025,Dinner,Swiss Cheese Sliced,1 each,51,4.1g,2.5g,0.5g,4.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220083*1
south,12/1/2025,Dinner,"Tomato Tortilla 12""",1 each,299,7.1g,1.2g,49.4g,8.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=019370*1
south,12/1/2025,Dinner,Tuna Salad,3 oz,130,7.9g,0.9g,2.3g,12.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=126380*3
south,12/1/2025,Dinner,"Wheat Tortilla 12""",1 each,279,6.7g,3.4g,48.1g,8.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=019371*1
south,12/1/2025,Dinner,Yellow Mustard,1 oz,28,0g,0g,0g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220080*1
south,12/1/2025,Dinner,Pablano Chikcen,4 oz,134,5.1g,1.6g,0.7g,22.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=080583*4
south,12/1/2025,Dinner,Pico de Gallo Chicken (purple),4 oz,122,5.9g,1.4g,1.5g,17.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=080324*4
south,12/1/2025,Dinner,Annie's Balsamic Vinaigrette (purple),1 oz,24,2.4g,0.2g,0.5g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090376*1
south,12/1/2025,Dinner,Annie's French Dressing (purple),1 oz,21,2.1g,0.1g,0.7g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090377*1
south,12/1/2025,Dinner,Annie's Lite Raspberry Vinaigrette (purple),1 oz,26,2.6g,0.2g,0.7g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090378*1
south,12/1/2025,Dinner,Chipotle Jicama Fries,3 oz,105,8.2g,0.5g,7.8g,0.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151260*3
south,12/1/2025,Dinner,Mexican Street Corn,3 oz,153,10.6g,1.1g,14.4g,2.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151063*3
south,12/1/2025,Dinner,Millet & Chia Burger Buns,1 EACH,1055,49g,3.8g,139.5g,7.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=019360*1
south,12/1/2025,Dinner,Mixed Greens,2 OZ,30,0g,0g,0g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090289*2
south,12/1/2025,Dinner,Puttanesca Sauce,2 oz,35,3.1g,0.1g,1.6g,0.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=135287*2
south,12/1/2025,Dinner,Red Lentil Penne Pasta,4 oz,170,5.3g,0.3g,25.1g,9.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=101019*4
south,12/1/2025,Dinner,Sliced Roma Tomatoes,2 oz,5,0g,0g,1.1g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090370*2
south,12/1/2025,Dinner,Sliced White Bread,2 EACH,155,3.6g,0g,32.8g,0.9g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=019359*2
south,12/1/2025,Dinner,Spiced Squash & Zucchini,3 oz,23,0.9g,0.1g,3.7g,1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=151311*3
south,12/1/2025,Dinner,Spinach,2 oz,13,0.2g,0g,2.1g,1.6g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090201*2
south,12/1/2025,Dinner,Vegan American Cheese,1 oz,60,4.5g,4g,4g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=101032*1
south,12/1/2025,Dinner,Vegan Feta Cheese,,,,,,,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090430*1
south,12/1/2025,Dinner,Vegan Parmesan Cheese (purple),1 oz,101,7.1g,3.5g,8.1g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220140*1
south,12/1/2025,Dinner,Vegan Shredded Cheddar Cheese,1 oz,81,6.1g,3.5g,6.1g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100319*1
south,12/1/2025,Dinner,Vegan Shredded Pepper Jack Cheese,1 oz,85,6.4g,5.7g,5.7g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100318*1
south,12/1/2025,Dinner,Vegan Sliced Gouda Cheese,1 slice,85,6.4g,5.7g,5.7g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100316*1
south,12/1/2025,Dinner,Vegan Sliced Provolone Cheese,1 slice,60,4.5g,4g,4g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100317*1
south,12/1/2025,Dinner,Vegan Soy Free Mayonnaise (purple),1 oz,324,36.5g,2g,0g,0g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220139*1
south,12/1/2025,Dinner,Black Bean Chipotle Burger,1 each,198,7.2g,0.9g,24.2g,10.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100324*1
south,12/1/2025,Dinner,Salt and Pepper Tofu,4 oz,283,22.4g,2.1g,9.8g,14.8g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100984*4
south,12/1/2025,Dinner,Vegan Teriyaki Tofu Stir Fry,4 oz,116,6.1g,0.8g,6.3g,11.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100345*4
south,12/1/2025,Dinner,Bean Sprouts,1 oz,2,0g,0g,0.3g,0.1g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090296*1
south,12/1/2025,Dinner,Brown Rice,4 oz,134,1g,0g,28.3g,2.7g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100329*4
south,12/1/2025,Dinner,Diced Green Peppers,1 oz,5,0.1g,0g,0.9g,0.3g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=090291*1
south,12/1/2025,Dinner,Garlic Roasted Green Beans,3 oz,30,0.6g,0g,6.1g,1.2g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150872*3
south,12/1/2025,Dinner,General Tso's Tempura Cauliflower,3 oz,99,0.2g,0.1g,22.8g,2.5g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=100932*3
south,12/1/2025,Dinner,Guacamole,3 oz,71,7.1g,1.4g,4.3g,1.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=220053*3
south,12/1/2025,Dinner,Italian Style Anasazi Beans,4 oz,124,1.5g,0.1g,20.1g,7.4g,https://nutrition.umd.edu/label.aspx?RecNumAndPort=150354*4
